stevilka,ime,tema,podtema,leto,st_kock,st_minifigur,dostopnost,msrp,vrednost
75220.0,Sandcrawler,Star Wars,Episode IV,2018,1239,6,Retired,129.99,168.9
75221.0,Imperial Landing Craft,Star Wars,Episode IV,2018,636,5,Retired,89.99,131.79
75222.0,Betrayal at Cloud City,Star Wars,Master Builder Series,2018,2812,21,Retired,349.99,651.66
75223.0,Naboo Starfighter Microfighter,Star Wars,MicroFighters,2019,62,1,Retired,9.99,9.87
75224.0,Sith Infiltrator Microfighter,Star Wars,MicroFighters,2019,92,1,Retired,9.99,19.22
75225.0,Elite Praetorian Guard Battle Pack,Star Wars,The Last Jedi,2019,109,5,Retired,14.99,20.57
75226.0,Inferno Squad Battle Pack,Star Wars,Battlefront,2019,118,4,Retired,14.99,35.2
75227.0,Darth Vader Bust,Star Wars,Promotional,2019,327,0,Retired,39.99,131.99
75228.0,Escape Pod vs. Dewback Microfighters,Star Wars,MicroFighters,2019,177,3,Retired,19.99,34.2
75229.0,Death Star Escape,Star Wars,Episode IV,2019,329,3,Retired,29.99,38.55
75230.0,Porg,Star Wars,The Last Jedi,2018,811,0,Retired,69.99,105.56
75232.0,Kylo Ren & Sith Trooper,BrickHeadz,Star Wars,2019,240,0,Retired,19.99,25.83
75233.0,Droid Gunship,Star Wars,Episode III,2019,389,4,Retired,59.99,122.51
75234.0,AT-AP Walker,Star Wars,Episode III,2019,689,5,Retired,69.99,123.2
75235.0,X-wing Starfighter Trench Run,Star Wars,4 Plus,2019,132,4,Retired,29.99,36.02
75236.0,Duel on Starkiller Base,Star Wars,The Force Awakens,2019,191,2,Retired,19.99,28.1
75237.0,TIE Fighter Attack,Star Wars,4 Plus,2019,77,2,Retired,19.99,28.56
75238.0,Action Battle Endor Assault,Star Wars,Episode VI,2019,193,2,Retired,29.99,31.96
75239.0,Hoth Generator Attack,Star Wars,Episode V,2019,235,2,Retired,29.99,28.11
75240.0,Major Vonreg's TIE Fighter,Star Wars,Resistance,2019,496,4,Retired,69.99,93.25
75241.0,Action Battle Echo Base Defence,Star Wars,Episode V,2019,504,6,Retired,59.99,51.83
75242.0,Black Ace TIE Interceptor,Star Wars,Resistance,2019,396,3,Retired,49.99,52.79
75243.0,Slave I – 20th Anniversary Edition,Star Wars,Episode V,2019,1007,6,Retired,119.99,174.08
75244.0,Tantive IV,Star Wars,Episode IV,2019,1768,6,Retired,199.99,236.82
75245.0,Star Wars Advent Calendar,Star Wars,Seasonal,2019,280,9,Retired,29.99,41.28
75246.0,Death Star Cannon,Star Wars,Episode IV,2019,159,2,Retired,19.99,19.25
75247.0,Rebel A-wing Starfighter,Star Wars,4 Plus,2019,62,2,Retired,14.99,21.45
75248.0,Resistance A-wing Starfighter,Star Wars,The Rise of Skywalker,2019,269,2,Retired,29.99,28.54
75249.0,Resistance Y-wing Starfighter,Star Wars,The Rise of Skywalker,2019,578,5,Retired,69.99,57.2
75250.0,Pasaana Speeder Chase,Star Wars,The Rise of Skywalker,2019,373,4,Retired,49.99,39.33
75251.0,Darth Vader's Castle,Star Wars,,2018,1060,6,Retired,129.99,158.36
75252.0,Imperial Star Destroyer,Star Wars,Ultimate Collector Series,2019,4784,2,Exclusive (Retiring soon),699.99,
75253.0,Droid Commander,Star Wars,Boost,2019,1177,0,Retired,199.99,179.44
75254.0,AT-ST Raider,Star Wars,The Mandalorian,2019,540,4,Retired,59.99,39.52
75255.0,Yoda,Star Wars,,2019,1771,1,Retail,99.99,
75256.0,Kylo Ren's Shuttle,Star Wars,The Rise of Skywalker,2019,1005,6,Retired,119.99,132.33
75257.0,Millennium Falcon,Star Wars,The Rise of Skywalker,2019,1351,7,Retail,169.99,
75258.0,Anakin's Podracer – 20th Anniversary Edition,Star Wars,Episode I,2019,279,3,Retired,29.99,30.28
75259.0,Snowspeeder – 20th Anniversary Edition,Star Wars,Episode V,2019,309,4,Retired,39.99,101.16
75261.0,Clone Scout Walker  – 20th Anniversary Edition,Star Wars,Episode III,2019,250,5,Retired,29.99,52.93
75262.0,Imperial Dropship  – 20th Anniversary Edition,Star Wars,Legends,2019,125,5,Retired,19.99,35.2
75263.0,Resistance Y-wing Microfighter,Star Wars,MicroFighters,2020,86,1,Retired,9.99,10.98
75264.0,Kylo Ren's Shuttle Microfighter,Star Wars,MicroFighters,2020,72,1,Retired,9.99,17.58
75265.0,T-16 Skyhopper vs Bantha Microfighters,Star Wars,MicroFighters,2020,198,2,Retired,19.99,26.39
75266.0,Sith Troopers Battle Pack,Star Wars,The Rise of Skywalker,2020,105,4,Retired,14.99,13.6
75267.0,Mandalorian Battle Pack,Star Wars,The Mandalorian,2020,102,4,Retired,14.99,13.88
75268.0,Snowspeeder,Star Wars,4 Plus,2020,91,2,Retired,19.99,22.42
75269.0,Duel on Mustafar,Star Wars,Episode III,2020,208,2,Retired,24.99,28.31
75270.0,Obi-Wan's Hut,Star Wars,Episode IV,2020,200,4,Retired,29.99,29.04
75271.0,Luke Skywalker's Landspeeder,Star Wars,Episode IV,2020,236,2,Retired,29.99,29.04
75272.0,Sith TIE Fighter,Star Wars,The Rise of Skywalker,2020,470,3,Retired,69.99,70.4
75273.0,Poe Dameron's X-wing Fighter,Star Wars,The Rise of Skywalker,2020,761,4,Retired,99.99,83.5
75274.0,TIE Fighter Pilot,Star Wars,Helmet Collection,2020,724,0,Retired,59.99,141.42
75275.0,A-Wing Starfighter,Star Wars,Ultimate Collector Series,2020,1673,1,Retired,199.99,211.19
75276.0,Stormtrooper,Star Wars,Helmet Collection,2020,647,0,Retired,59.99,82.71
75277.0,Boba Fett,Star Wars,Helmet Collection,2020,625,0,Retail,59.99,
75278.0,D-O,Star Wars,The Rise of Skywalker,2020,519,1,Retired,69.99,57.82
75279.0,Star Wars Advent Calendar,Star Wars,Seasonal,2020,311,8,Retired,29.99,44.11
75280.0,501st Legion Clone Troopers,Star Wars,The Clone Wars,2020,285,6,Retail (Retiring soon),29.99,
75281.0,Anakin's Jedi Interceptor,Star Wars,Episode III,2020,248,2,Retired,29.23,36.85
75283.0,Armored Assault Tank (AAT),Star Wars,The Clone Wars,2020,286,4,Retail,39.99,
75284.0,Knights of Ren Transport Ship,Star Wars,The Rise of Skywalker,2020,595,3,Retired,69.99,63.32
75286.0,General Grievous's Starfighter,Star Wars,Episode III,2020,487,3,Retired,77.97,103.82
75288.0,AT-AT,Star Wars,Episode V,2020,1267,6,Retail,159.99,
75290.0,Mos Eisley Cantina,Star Wars,Master Builder Series,2020,3187,21,Exclusive,399.99,
75291.0,Death Star Final Duel,Star Wars,Episode VI,2020,775,5,Retired,97.47,104.41
75292.0,The Razor Crest,Star Wars,The Mandalorian,2020,1023,5,Retail,139.99,
75293.0,Resistance I-TS Transport,Star Wars,Galaxys Edge,2020,932,4,Retired,97.47,102.04
75294.0,Bespin Duel,Star Wars,Episode V,2020,295,2,Retired,39.99,131.01
75295.0,Millennium Falcon Microfighter,Star Wars,MicroFighters,2021,101,1,Retail,9.99,
75296.0,Darth Vader Meditation Chamber,Star Wars,Episode V,2021,663,2,Retail,69.99,
75297.0,Resistance X-wing Starfighter,Star Wars,The Force Awakens,2021,60,2,Retail,19.99,
75298.0,AT-AT vs. Tauntaun Microfighters,Star Wars,MicroFighters,2021,205,2,Retail (Retiring soon),19.99,
75299.0,Trouble on Tatooine,Star Wars,The Mandalorian,2021,276,3,Retail,29.99,
75300.0,Imperial TIE Fighter,Star Wars,Episode IV,2021,432,3,Retail,44.99,
75301.0,Luke Skywalker's X-wing Fighter,Star Wars,Episode IV,2021,474,4,Retail,49.99,
75302.0,Imperial Shuttle,Star Wars,Episode VI,2021,660,3,Retail,79.99,
75304.0,Darth Vader Helmet,Star Wars,Helmet Collection,2021,834,0,Retail,79.99,
75305.0,Scout Trooper Helmet,Star Wars,Helmet Collection,2021,471,0,Retail (Retiring soon),49.99,
75306.0,Imperial Probe Droid,Star Wars,Episode V,2021,683,0,Retired,69.99,44.84
75307.0,Star Wars Advent Calendar,Star Wars,Seasonal,2021,335,7,Retired,29.99,42.17
75308.0,R2-D2,Star Wars,,2021,2314,1,Exclusive,239.99,
75309.0,Republic Gunship,Star Wars,Ultimate Collector Series,2021,3292,2,Exclusive,399.99,
75310.0,Duel on Mandalore,Star Wars,The Clone Wars,2021,147,2,Retail,19.99,
75311.0,Imperial Armoured Marauder,Star Wars,The Mandalorian,2021,478,4,Retail,39.99,
75312.0,Boba Fett's Starship,Star Wars,The Mandalorian,2021,592,2,Retail,49.99,
75313.0,AT-AT,Star Wars,Ultimate Collector Series,2021,6785,9,Exclusive,849.99,
75314.0,The Bad Batch Attack Shuttle,Star Wars,The Bad Batch,2021,969,5,Retail,99.99,
75315.0,Imperial Light Cruiser,Star Wars,The Mandalorian,2021,1336,6,Retail,159.99,
75316.0,Mandalorian Starfighter,Star Wars,The Clone Wars,2021,544,3,Retail,69.99,
75317.0,The Mandalorian & The Child,BrickHeadz,Star Wars,2020,295,0,Retail,19.99,
75318.0,The Child,Star Wars,The Mandalorian,2020,1073,1,Retail,89.99,
75319.0,The Armorer's Mandalorian Forge,Star Wars,The Mandalorian,2021,258,3,Retail,29.99,
75512.0,San Diego Comic-Con Millennium Falcon Cockpit,Star Wars,Comic-Con,2018,203,2,Retired,39.99,309.04
75522.0,Mini Boost Droid Commander,Star Wars,,2019,62,3,Retired,,39.6
75523.0,Scarif Stormtrooper,Star Wars,Buildable Figures,2017,89,0,Retired,24.99,29.85
75524.0,Chirrut Îmwe,Star Wars,Buildable Figures,2017,87,0,Retired,24.99,20.15
75525.0,Baze Malbus,Star Wars,Buildable Figures,2017,148,0,Retired,24.99,24.61
75526.0,Elite TIE Fighter Pilot,Star Wars,Buildable Figures,2017,94,0,Retired,19.99,27.24
75528.0,Rey,Star Wars,Buildable Figures,2017,85,0,Retired,24.99,25.02
75529.0,Elite Praetorian Guard,Star Wars,Buildable Figures,2017,92,0,Retired,24.99,39.49
75530.0,Chewbacca,Star Wars,Buildable Figures,2017,179,0,Retired,34.99,39.16
75531.0,Stormtrooper Commander,Star Wars,Buildable Figures,2017,100,0,Retired,24.99,48.85
75532.0,Scout Trooper & Speeder Bike,Star Wars,Buildable Figures,2017,452,0,Retired,54.99,74.72
75533.0,Boba Fett,Star Wars,Buildable Figures,2018,144,0,Retired,29.99,86.33
75534.0,Darth Vader,Star Wars,Buildable Figures,2018,168,0,Retired,39.99,70.39
75535.0,Han Solo,Star Wars,Buildable Figures,2018,101,0,Retired,29.99,22.0
75536.0,Range Trooper,Star Wars,Buildable Figures,2018,101,0,Retired,29.99,65.67
75537.0,Darth Maul,Star Wars,Buildable Figures,2018,104,0,Retired,29.99,48.39
75546.0,Minions in Gru's Lab,Minions,The Rise of Gru,2021,87,2,Retail,19.99,
75547.0,Minion Pilot in Training,Minions,The Rise of Gru,2021,119,2,Retail,34.99,
75549.0,Unstoppable Bike Chase,Minions,The Rise of Gru,2020,136,3,Retired,19.99,21.95
75550.0,Minions Kung Fu Battle,Minions,The Rise of Gru,2021,310,3,Retail,39.99,
75551.0,Brick-built Minions and their Lair,Minions,The Rise of Gru,2020,876,3,Retired,49.99,44.7
75810.0,The Upside Down,Stranger Things,,2019,2287,8,Retired,199.99,276.86
75821.0,Piggy Car Escape,The Angry Birds Movie,,2016,74,2,Retired,14.99,14.25
75822.0,Piggy Plane Attack,The Angry Birds Movie,,2016,168,2,Retired,24.99,30.76
75823.0,Bird Island Egg Heist,The Angry Birds Movie,,2016,277,3,Retired,39.99,37.84
75824.0,Pig City Teardown,The Angry Birds Movie,,2016,386,4,Retired,49.99,55.22
75825.0,Piggy Pirate Ship,The Angry Birds Movie,,2016,620,4,Retired,69.99,68.22
75826.0,King Pig's Castle,The Angry Birds Movie,,2016,859,5,Retired,89.99,105.6
75827.0,Firehouse Headquarters,Ghostbusters,,2016,4634,10,Retired,349.99,582.87
75828.0,Ecto-1 & Ecto-2,Ghostbusters,,2016,556,6,Retired,59.99,100.14
75870.0,Chevrolet Corvette Z06,Speed Champions,Chevrolet,2016,173,1,Retired,14.99,67.3
75871.0,Ford Mustang GT,Speed Champions,Ford,2016,185,1,Retired,14.99,79.2
75872.0,Audi R18 E-tron Quattro,Speed Champions,Audi,2016,166,1,Retired,14.99,52.7
75873.0,Audi R8 LMS Ultra,Speed Champions,Audi,2016,175,1,Retired,14.99,61.6
75874.0,Chevrolet Camaro Drag Race,Speed Champions,Chevrolet,2016,445,3,Retired,34.99,118.76
75875.0,Ford F-150 Raptor & Ford Model A Hot Rod,Speed Champions,Ford,2016,664,4,Retired,49.99,170.76
75876.0,Porsche 919 Hybrid and 917K Pit Lane,Speed Champions,Porsche,2016,732,5,Retired,79.99,153.65
75877.0,Mercedes-AMG GT3,Speed Champions,Mercedes,2017,196,1,Retired,14.99,50.89
75878.0,Bugatti Chiron,Speed Champions,,2017,181,1,Retired,14.99,79.16
75879.0,Scuderia Ferrari SF16-H,Speed Champions,Ferrari,2017,184,1,Retired,14.99,57.2
75880.0,McLaren 720S,Speed Champions,,2017,161,1,Retired,14.99,38.11
75881.0,2016 Ford GT & 1966 Ford GT40,Speed Champions,Ford,2017,366,3,Retired,34.99,105.59
75882.0,Ferrari FXX K & Development Center,Speed Champions,Ferrari,2017,494,4,Retired,49.99,132.0
75883.0,Mercedes AMG Petronas Formula One Team,Speed Champions,Mercedes,2017,941,8,Retired,99.99,228.66
75884.0,1968 Ford Mustang Fastback,Speed Champions,Ford,2018,183,1,Retired,14.99,22.77
75885.0,Ford Fiesta M-Sport WRC,Speed Champions,Ford,2018,203,1,Retired,14.99,27.24
75886.0,Ferrari 488 GT3 Scuderia Corsa,Speed Champions,Ferrari,2018,179,1,Retired,14.99,26.38
75887.0,Porsche 919 Hybrid,Speed Champions,Porsche,2018,163,1,Retired,14.99,42.54
75888.0,Porsche 911 RSR and 911 Turbo 3.0,Speed Champions,Porsche,2018,391,3,Retired,39.99,57.29
75889.0,Ferrari Ultimate Garage,Speed Champions,Ferrari,2018,841,7,Retired,99.99,118.12
75890.0,Ferrari F40 Competizione,Speed Champions,Ferrari,2019,198,1,Retired,14.99,14.02
75891.0,Chevrolet Camaro ZL1 Race Car,Speed Champions,Chevrolet,2019,198,1,Retired,14.99,14.32
75892.0,McLaren Senna,Speed Champions,McLaren,2019,219,1,Retired,14.99,15.5
75893.0,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,Speed Champions,Dodge,2019,478,3,Retired,39.99,30.75
75894.0,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,Speed Champions,Mini,2019,481,4,Retired,49.99,52.32
75895.0,1974 Porsche 911 Turbo 3.0,Speed Champions,Porsche,2019,180,1,Retired,14.99,17.92
75899.0,LaFerrari,Speed Champions,Ferrari,2015,164,1,Retired,14.99,65.92
75900.0,Mummy Museum Mystery,Scooby-Doo,,2015,110,2,Retired,14.99,58.83
75901.0,Mystery Plane Adventures,Scooby-Doo,,2015,128,2,Retired,24.99,69.47
75902.0,The Mystery Machine,Scooby-Doo,,2015,301,3,Retired,34.99,145.2
75903.0,Haunted Lighthouse,Scooby-Doo,,2015,437,4,Retired,49.99,138.14
75904.0,Mystery Mansion,Scooby-Doo,,2015,860,6,Retired,89.99,197.91
75908.0,458 Italia GT2,Speed Champions,Ferrari,2015,153,1,Retired,14.99,52.73
75909.0,McLaren P1,Speed Champions,McLaren,2015,168,1,Retired,14.99,66.84
75910.0,Porsche 918 Spyder,Speed Champions,Porsche,2015,151,1,Retired,14.99,79.2
75911.0,McLaren Mercedes Pit Stop,Speed Champions,McLaren,2015,332,3,Retired,34.99,105.94
75912.0,Porsche 911 GT Finish Line,Speed Champions,Porsche,2015,551,4,Retired,49.99,110.0
75913.0,F14 T & Scuderia Ferrari Truck,Speed Champions,Ferrari,2015,884,6,Retired,99.99,205.54
75915.0,Pteranodon Capture,Jurassic World,,2015,174,2,Retired,24.99,46.78
75916.0,Dilophosaurus Ambush,Jurassic World,,2015,248,2,Retired,39.99,78.32
75917.0,Raptor Rampage,Jurassic World,,2015,324,3,Retired,59.99,132.0
75918.0,T-Rex Tracker,Jurassic World,,2015,520,3,Retired,79.99,123.16
75919.0,Indominus Rex Breakout,Jurassic World,,2015,1156,4,Retired,119.99,378.32
75920.0,Raptor Escape,Jurassic World,,2015,394,2,Retired,49.99,158.3
75926.0,Pteranodon Chase,Jurassic World,Fallen Kingdom,2018,126,2,Retired,24.99,22.0
75927.0,Stygimoloch Breakout,Jurassic World,Fallen Kingdom,2018,222,2,Retired,39.99,39.57
75928.0,Blue's Helicopter Pursuit,Jurassic World,Fallen Kingdom,2018,397,3,Retired,49.99,59.17
75929.0,Carnotaurus Gyrosphere Escape,Jurassic World,Fallen Kingdom,2018,577,3,Retired,79.99,86.2
75930.0,Indoraptor Rampage at Lockwood Estate,Jurassic World,Fallen Kingdom,2018,1019,6,Retired,129.99,199.69
75931.0,Dilophosaurus Outpost Attack,Jurassic World,Fallen Kingdom,2018,289,3,Retired,49.99,66.0
75932.0,Jurassic Park Velociraptor Chase,Jurassic World,Jurassic Park,2018,360,4,Retired,49.99,57.2
75933.0,T. Rex Transport,Jurassic World,Fallen Kingdom,2018,609,3,Retired,69.99,113.48
75934.0,Dilophosaurus on the Loose,Jurassic World,Legend of Isla Nublar,2019,168,3,Retired,24.99,23.68
75935.0,Baryonyx Face-Off The Treasure Hunt,Jurassic World,Legend of Isla Nublar,2019,434,4,Retired,59.99,52.8
75936.0,Jurassic Park T. Rex Rampage,Jurassic World,Jurassic Park,2019,3120,6,Retired,249.99,281.34
75937.0,Triceratops Rampage,Jurassic World,Legend of Isla Nublar,2019,447,4,Retired,59.99,70.39
75938.0,T. Rex vs Dino-Mech Battle,Jurassic World,Legend of Isla Nublar,2019,716,4,Retired,89.99,145.2
75939.0,Dr. Wu's Lab Baby Dinosaurs Breakout,Jurassic World,,2020,164,2,Retired,19.99,21.37
75940.0,Gallimimus and Pteranodon Breakout,Jurassic World,,2020,391,3,Retired,59.99,44.0
75941.0,Indominus rex vs. Ankylosaurus,Jurassic World,,2020,537,5,Retired,99.99,113.84
75942.0,Velociraptor Biplane Rescue Mission,Jurassic World,,2020,101,2,Retired,29.99,33.44
75945.0,Expecto Patronum,Harry Potter,Prisoner of Azkaban,2019,121,4,Retired,19.99,22.06
75946.0,Hungarian Horntail Triwizard Challenge,Harry Potter,Goblet of Fire,2019,265,4,Retired,34.99,36.32
75947.0,Hagrid's Hut Buckbeak's Rescue,Harry Potter,Prisoner of Azkaban,2019,496,6,Retired,59.99,51.5
75948.0,Hogwarts Clock Tower,Harry Potter,Goblet of Fire,2019,922,8,Retail (Retiring soon),89.99,
75950.0,Aragog's Lair,Harry Potter,Chamber of Secrets,2018,157,2,Retired,19.99,22.0
75951.0,Grindelwald's Escape,Harry Potter,Fantastic Beasts,2018,132,2,Retired,29.99,19.32
75952.0,Newt's Case of Magical Creatures,Harry Potter,Fantastic Beasts,2018,694,4,Retired,49.99,66.0
75953.0,Hogwarts Whomping Willow,Harry Potter,Chamber of Secrets,2018,753,6,Retired,79.99,79.08
75954.0,Hogwarts Great Hall,Harry Potter,Philosopher&#39;s Stone,2018,878,10,Retired,99.99,94.58
75955.0,Hogwarts Express,Harry Potter,Prisoner of Azkaban,2018,801,6,Retired,79.99,66.0
75956.0,Quidditch Match,Harry Potter,Philosopher&#39;s Stone,2018,500,6,Retired,39.99,57.2
75957.0,The Knight Bus,Harry Potter,Prisoner of Azkaban,2019,403,3,Retired,39.99,43.99
75958.0,Beauxbatons' Carriage Arrival at Hogwarts,Harry Potter,Goblet of Fire,2019,430,4,Retired,49.99,52.91
75964.0,Harry Potter Advent Calendar,Harry Potter,Seasonal,2019,305,8,Retired,24.99,38.66
75965.0,The Rise of Voldemort,Harry Potter,Goblet of Fire,2019,184,6,Retired,19.99,26.88
75966.0,Room of Requirement,Harry Potter,Order of the Phoenix,2020,193,4,Retired,19.99,22.0
75967.0,Forbidden Forest Umbridge's Encounter,Harry Potter,Order of the Phoenix,2020,253,5,Retired,29.99,30.8
75968.0,4 Privet Drive,Harry Potter,,2020,797,6,Retail,79.99,
75969.0,Hogwarts Astronomy Tower,Harry Potter,Half-Blood Prince,2020,971,8,Retail,99.99,
75970.0,Tracer vs. Widowmaker,Overwatch,,2019,129,2,Retired,14.99,15.73
75971.0,Hanzo vs. Genji,Overwatch,,2019,197,3,Retired,24.99,19.71
75972.0,Dorado Showdown,Overwatch,,2019,419,3,Retired,29.99,29.02
75973.0,D.Va & Reinhardt,Overwatch,,2019,455,2,Retired,39.99,64.12
75974.0,Bastion,Overwatch,,2019,602,0,Retired,59.99,73.74
75975.0,Watchpoint Gibraltar,Overwatch,,2019,730,4,Retired,89.99,78.5
75976.0,Wrecking Ball,Overwatch,,2019,227,1,Retired,19.99,32.77
75977.0,Junkrat & Roadhog,Overwatch,,2019,380,2,Retired,49.99,52.46
75978.0,Diagon Alley,Harry Potter,General,2020,5544,17,Exclusive,449.99,
75979.0,Hedwig,Harry Potter,,2020,630,1,Retail,39.99,
75980.0,Attack on The Burrow,Harry Potter,Half-Blood Prince,2020,1047,8,Retail,99.99,
75981.0,Harry Potter Advent Calendar,Harry Potter,Seasonal,2020,335,6,Retired,39.99,30.8
75987.0,Omnic Bastion,Overwatch,,2018,182,0,Retired,25.0,24.56
75995.0,Mercedes AMG Petronas Team Gift 2017,Speed Champions,Mercedes,2017,120,1,Retired,,
75996.0,San Diego Comic-Con Aquaman and Storm,DC Comics Super Heroes,Comic-Con,2018,197,1,Retired,39.99,239.42
75997.0,San Diego Comic-Con Ant-Man and the Wasp,Marvel Super Heroes,Comic-Con,2018,218,1,Retired,39.99,308.0
76000.0,Arctic Batman vs. Mr Freeze Aquaman on Ice,DC Comics Super Heroes,Batman,2013,198,3,Retired,26.99,29.09
76001.0,The Bat vs. Bane  Tumbler Chase,DC Comics Super Heroes,The Dark Knight Trilogy,2013,368,3,Retired,44.99,57.9
76002.0,Superman Metropolis Showdown,DC Comics Super Heroes,Superman,2013,119,2,Retired,14.99,14.93
76003.0,Superman Battle of Smallville,DC Comics Super Heroes,Superman,2013,418,5,Retired,59.99,47.07
76004.0,Spider-Cycle Chase,Marvel Super Heroes,Ultimate Spider-Man,2013,237,3,Retired,26.99,33.72
76005.0,Daily Bugle Showdown,Marvel Super Heroes,Ultimate Spider-Man,2013,476,5,Retired,49.99,105.6
76006.0,Iron Man Extremis Sea Port Battle ,Marvel Super Heroes,Iron Man 3,2013,195,3,Retired,26.99,44.0
76007.0,Iron Man Malibu Mansion Attack,Marvel Super Heroes,Iron Man 3,2013,364,5,Retired,39.99,79.2
76008.0,Iron Man vs. The Mandarin Ultimate Showdown,Marvel Super Heroes,Iron Man 3,2013,91,2,Retired,14.99,34.32
76009.0,Superman Black Zero Escape,DC Comics Super Heroes,Superman,2013,168,3,Retired,26.99,21.99
76010.0,Batman The Penguin Face off,DC Comics Super Heroes,Batman,2014,136,2,Retired,14.99,17.59
76011.0,Batman Man-Bat Attack,DC Comics Super Heroes,Batman,2014,184,3,Retired,24.99,30.62
76012.0,Batman The Riddler Chase,DC Comics Super Heroes,Batman,2014,304,3,Retired,34.99,39.59
76013.0,Batman The Joker Steam Roller,DC Comics Super Heroes,Batman,2014,486,5,Retired,59.99,47.49
76014.0,Spider-Trike vs. Electro,Marvel Super Heroes,Ultimate Spider-Man,2014,70,2,Retired,10.49,22.16
76015.0,Doc Ock Truck Heist,Marvel Super Heroes,Ultimate Spider-Man,2014,237,3,Retired,24.99,43.59
76016.0,Spider-Helicopter Rescue,Marvel Super Heroes,Ultimate Spider-Man,2014,299,4,Retired,34.99,53.89
76017.0,Avengers Captain America vs. Hydra,Marvel Super Heroes,Avengers Assemble,2014,172,3,Retired,24.99,34.87
76018.0,Avengers Hulk Lab Smash,Marvel Super Heroes,Avengers Assemble,2014,398,5,Retired,59.99,72.88
76019.0,Starblaster Showdown ,Marvel Super Heroes,Guardians of the Galaxy,2014,196,3,Retired,17.49,43.11
76020.0,Knowhere Escape Mission ,Marvel Super Heroes,Guardians of the Galaxy,2014,433,3,Retired,49.99,74.62
76021.0,The Milano Spaceship Rescue,Marvel Super Heroes,Guardians of the Galaxy,2014,665,5,Retired,55.99,158.35
76022.0,X-Men vs. The Sentinel,Marvel Super Heroes,X-Men,2014,336,4,Retired,34.99,99.55
76023.0,The Tumbler,DC Comics Super Heroes,The Dark Knight Trilogy,2014,1869,2,Retired,199.99,236.53
76025.0,Green Lantern vs. Sinestro,DC Comics Super Heroes,Justice League,2015,174,3,Retired,19.99,44.0
76026.0,Gorilla Grodd Goes Bananas,DC Comics Super Heroes,Justice League,2015,347,6,Retired,69.99,64.34
76027.0,Black Manta Deep Sea Strike,DC Comics Super Heroes,Justice League,2015,387,4,Retired,49.99,49.09
76028.0,Darkseid Invasion,DC Comics Super Heroes,Justice League,2015,545,5,Retired,55.99,82.9
76029.0,Iron Man vs. Ultron,Marvel Super Heroes,Age of Ultron,2015,90,4,Retired,14.99,30.8
76030.0,Avengers Hydra Showdown,Marvel Super Heroes,Age of Ultron,2015,220,3,Retired,19.99,31.66
76031.0,The Hulk Buster Smash,Marvel Super Heroes,Age of Ultron,2015,248,4,Retired,34.99,74.08
76032.0,The Avengers Quinjet City Chase,Marvel Super Heroes,Age of Ultron,2015,722,5,Retired,79.99,105.49
76034.0,Batboat Harbor Pursuit,DC Comics Super Heroes,Batman,2015,264,3,Retired,39.99,61.19
76035.0,Jokerland,DC Comics Super Heroes,Batman,2015,1037,8,Retired,99.99,157.92
76036.0,Carnage's Shield Sky Attack,Marvel Super Heroes,Ultimate Spider-Man,2015,97,3,Retired,14.99,29.16
