stevilka,ime,tema,podtema,leto,st_kock,st_minifigur,dostopnost,msrp,vrednost
5821.0,Pamela's Picnic Time,Belville,,1997,9,1,Retired,10.55,11.55
5822.0,Jennifer and Foal,Belville,,1997,5,1,Retired,8.79,35.09
5823.0,The Good Fairy's Bedroom,Belville,Fairy Tales,2000,36,1,Retired,5.27,25.72
5824.0,The Good Fairy's House,Belville,Fairy Tales,2000,66,1,Retired,7.03,52.54
5825.0,Stella and the Fairy,Belville,Fairy Tales,2000,54,2,Retired,11.43,110.0
5826.0,The Queen's Room,Belville,Fairy Tales,2000,79,1,Retired,14.95,119.52
5827.0,Royal Coach,Belville,Fairy Tales,2000,83,3,Retired,23.75,97.5
5828.0,Big Bentley,Duplo,Cars,2011,67,3,Retired,39.99,87.25
5829.0,The Pit Stop,Duplo,Cars,2011,52,4,Retired,49.99,114.03
5830.0,Fun-Day Sundaes,Belville,,1995,29,2,Retired,9.67,34.8
5831.0,Adventurous Puppies,Belville,Fairy Tales,2001,15,0,Retired,4.39,23.28
5832.0,Vanilla's Magic Tea Party,Belville,Fairy Tales,2001,14,1,Retired,7.91,32.73
5833.0,Rosita's Wonderful Stable,Belville,Fairy Tales,2001,40,1,Retired,14.95,35.32
5834.0,The Enchanted Garden,Belville,Fairy Tales,2001,103,2,Retired,36.95,132.0
5835.0,Belville Dance Studio,Belville,,1996,36,1,Retired,14.95,81.84
5836.0,Beautiful Baby Princess,Belville,,2002,23,1,Retired,3.51,39.4
5837.0,Flora's Bubbling Bath,Belville,,2002,31,1,Retired,6.15,65.5
5838.0,The Wicked Madam Frost,Belville,,2002,38,1,Retired,8.79,52.43
5839.0,World Grand Prix,Duplo,Cars,2011,35,3,Retired,39.99,48.31
5840.0,Garden Playmates,Belville,,1995,87,1,Retired,17.38,28.12
5841.0,Beach Fun,Belville,,1998,41,1,Retired,7.91,26.76
5842.0,Vanilla's Frosty Sleighride,Belville,,2002,36,1,Retired,14.95,85.13
5843.0,Queen Rose and the Little Prince Charming,Belville,,2002,71,2,Retired,23.75,70.5
5844.0,Dolphin Windsurfer,Belville,,1998,16,1,Retired,4.39,32.05
5845.0,Dolphin Show,Belville,,1998,50,1,Retired,9.67,45.15
5846.0,Desert Island,Belville,,1998,87,2,Retired,21.99,67.58
5847.0,Surfers' Paradise,Belville,,1998,130,3,Retired,34.99,132.42
5848.0,The Belville Luxury Cruiser,Belville,,1998,223,3,Retired,38.72,146.99
5850.0,The Royal Crystal Palace,Belville,,2002,149,3,Retired,43.99,527.1
5853.0,Lucinda and Cressida,Belville,,1997,5,1,Retired,8.79,15.62
5854.0,Pony Trekking,Belville,,1997,47,2,Retired,21.99,102.41
5855.0,Riding Stables,Belville,,1997,148,3,Retired,39.99,140.03
5856.0,Paprika and the Mischievous Monkey,Belville,,2003,51,1,Retired,7.91,32.87
5857.0,Safran's Amazing Bazaar,Belville,,2003,93,1,Retired,17.59,55.65
5858.0,The Golden Palace,Belville,,2003,173,2,Retired,48.39,73.81
5859.0,Little Garden Fairy,Belville,,2003,51,1,Retired,7.91,35.28
5860.0,Love 'N' Lullabies,Belville,,1994,52,2,Retired,21.99,49.67
5861.0,Fairy Island,Belville,,2003,101,2,Retired,24.63,57.02
5862.0,Flower Fairy Party,Belville,,2003,161,2,Retired,42.24,94.68
5864.0,Mini Helicopter,Creator,,2010,52,0,Retired,4.99,11.83
5865.0,Mini Dumper,Creator,,2010,60,0,Retired,4.99,7.92
5866.0,Rotor Rescue,Creator,,2010,149,0,Retired,9.99,14.21
5867.0,Super Speedster,Creator,,2010,278,0,Retired,19.99,33.53
5868.0,Ferocious Creatures,Creator,,2010,416,0,Retired,26.99,83.71
5870.0,Pretty Playland,Belville,,1994,92,2,Retired,36.95,68.82
5871.0,Riding Stables,Belville,,2002,148,3,Retired,43.99,131.49
5872.0,Golden Land,Belville,,2003,32,0,Retired,,4.92
5873.0,"Bellville ""Fairy Land""",Belville,,2003,19,0,Retired,,6.33
5874.0,Nursery,Belville,,1997,62,3,Retired,17.59,122.51
5875.0,Belville Hospital Ward,Belville,,1996,96,4,Retired,26.39,105.6
5876.0,Belville Hospital Ward,Belville,,1996,96,4,Retired,26.39,133.98
5877.0,The Royal Wedding Coach,Belville,,2004,73,2,Retired,26.39,76.67
5880.0,Prize Pony Stables,Belville,,1994,119,2,Retired,47.52,128.37
5882.0,Ambush Attack,Dino,,2012,80,1,Retired,9.99,37.44
5883.0,Tower Takedown,Dino,,2012,136,1,Retired,19.99,52.7
5884.0,Raptor Chase,Dino,,2012,259,2,Retired,29.99,68.03
5885.0,Triceratops Trapper,Dino,,2012,271,2,Retired,49.99,115.25
5886.0,T-Rex Hunter,Dino,,2012,480,2,Retired,69.99,149.23
5887.0,Dino Defense HQ,Dino,,2012,793,4,Retired,99.99,442.25
5888.0,Ocean Interceptor,Dino,,2012,222,2,Retired,34.99,87.97
5890.0,Pretty Wishes Playhouse,Belville,,1994,213,4,Retired,87.12,228.07
5891.0,Apple Tree House,Creator,,2010,539,0,Retired,39.99,100.81
5892.0,Sonic Boom,Creator,,2010,539,0,Retired,49.99,91.63
5893.0,Off-Road Power,Creator,,2010,1061,0,Retired,69.99,99.47
5895.0,Villa Belville,Belville,,1996,312,4,Retired,87.99,96.58
5898.0,Cars Building Set,Bricks and More,,2010,139,1,Retired,7.99,28.0
5899.0,House Building Set,Bricks and More,,2010,134,2,Retired,7.99,14.1
5900.0,Adventurer Johnny Thunder,Adventurers,Egypt,1998,13,1,Retired,3.74,14.83
5901.0,River Raft,Adventurers,Jungle,1999,19,1,Retired,3.95,24.28
5902.0,River Raft,Adventurers,Jungle,1999,19,1,Retired,3.95,24.21
5903.0,Johnny Thunder and Baby T,Adventurers,Dino Island,2000,23,1,Retired,1.75,19.23
5904.0,Microcopter,Adventurers,Dino Island,2000,28,1,Retired,1.75,15.92
5905.0,Hidden Treasure,Adventurers,Jungle,1999,33,1,Retired,1.75,27.61
5906.0,Ruler of the Jungle,Adventurers,Jungle,1999,24,1,Retired,2.63,61.16
5909.0,Treasure Raiders,Adventurers,Egypt,1998,197,5,Retired,3.3,207.61
5911.0,Johnny Thunder's Plane,Adventurers,Dino Island,2000,22,1,Retired,2.63,12.06
5912.0,Mike's Swamp Boat,Adventurers,Dino Island,2000,19,1,Retired,2.63,14.37
5913.0,Dr. Kilroy's Car,Adventurers,Dino Island,2000,21,1,Retired,2.63,13.03
5914.0,Sam Sanister and Baby T,Adventurers,Dino Island,2000,21,1,Retired,2.63,21.08
5918.0,Scorpion Tracker,Adventurers,Egypt,1998,35,1,Retired,3.51,63.5
5919.0,The Valley of the Kings,Adventurers,Egypt,1998,164,3,Retired,17.59,
5920.0,Island Racer,Adventurers,Dino Island,2000,50,1,Retired,5.27,63.01
5921.0,Research Glider,Adventurers,Dino Island,2000,57,1,Retired,5.27,22.0
5923.0,Western Picture Frame,Exclusive,Photo Frames,2002,138,2,Retired,8.79,166.89
5924.0,Castle Picture Frame,Exclusive,Photo Frames,2002,105,1,Retired,8.79,158.73
5925.0,Pontoon Plane,Adventurers,Jungle,1999,72,1,Retired,5.27,37.99
5927.0,Racers Picture Frame,Exclusive,Photo Frames,2002,136,0,Retired,8.79,61.59
5928.0,Bi-Wing Baron,Adventurers,Egypt,1998,70,1,Retired,5.27,54.27
5929.0,Knight and Castle Building Set,Bricks and More,,2011,144,1,Retired,7.99,27.01
5930.0,Road Construction Building Set,Bricks and More,,2011,121,1,Retired,7.99,15.39
5931.0,My First Set,Duplo,My First,2011,30,1,Retired,12.99,62.69
5932.0,My First LEGO Set,Bricks and More,,2011,231,1,Retired,12.99,29.39
5933.0,Airport Building Set,Bricks and More,,2011,310,2,Retired,19.99,24.06
5934.0,Dino Explorer,Adventurers,Dino Island,2000,90,2,Retired,13.19,57.77
5935.0,Island Hopper,Adventurers,Dino Island,2000,205,1,Retired,17.59,67.85
5936.0,Spider's Secret,Adventurers,Jungle,1999,128,3,Retired,10.55,170.51
5938.0,Oasis Ambush,Adventurers,Egypt,1998,77,3,Retired,7.03,81.18
5940.0,Doll House,Belville,,2004,203,3,Retired,52.79,129.99
5941.0,Riding School,Belville,,2004,179,2,Retired,41.36,108.96
5942.0,Pop Studio,Belville,,2004,102,1,Retired,20.23,43.3
5943.0,Interior Designer,Belville,,2004,96,1,Retired,8.79,43.03
5944.0,Cat Show,Belville,,2004,31,0,Retired,5.27,28.14
5945.0,Winnie the Pooh's Picnic,Duplo,Winnie the Pooh,2011,13,1,Retired,9.99,99.92
5946.0,Tigger's Expedition,Duplo,Winnie the Pooh,2011,26,2,Retired,19.99,43.52
5947.0,Winnie the Pooh's House,Duplo,Winnie the Pooh,2011,40,3,Retired,29.99,171.41
5948.0,Desert Expedition,Adventurers,Egypt,1998,196,5,Retired,17.59,
5950.0,Baby Ankylosaurus,Dinosaurs,,2001,37,0,Retired,2.63,63.53
5951.0,Baby Iguanodon,Dinosaurs,,2001,23,0,Retired,2.63,89.6
5952.0,Baby Brachiosaurus,Dinosaurs,,2001,31,0,Retired,2.63,22.93
5953.0,Baby Dimetrodon,Dinosaurs,,2001,20,0,Retired,2.63,14.1
5955.0,All Terrain Trapper,Adventurers,Dino Island,2000,185,3,Retired,26.39,111.19
5956.0,Expedition Balloon,Adventurers,Jungle,1999,175,4,Retired,17.59,438.86
5958.0,Mummy's Tomb,Adventurers,Egypt,1998,260,4,Retired,26.39,299.93
5960.0,The Mermaid Castle,Belville,,2005,237,3,Retired,61.59,264.56
5961.0,Snow Queen,Belville,,2005,59,1,Retired,17.59,73.01
5962.0,The Tinderbox,Belville,,2005,82,1,Retired,17.59,69.74
5963.0,The Princess and the Pea,Belville,,2005,55,1,Retired,17.59,55.79
5964.0,Thumbelina,Belville,,2005,49,1,Retired,5.27,41.26
5965.0,Silver Bad Guy,Exo-Force,Original,2006,24,0,Retired,2.63,17.03
5966.0,White Good Guy,Exo-Force,Original,2006,22,1,Retired,2.63,7.45
5967.0,Red Good Guy,Exo-Force,Original,2006,22,1,Retired,,11.62
5969.0,Squidman Escape,Space,Space Police 3,2009,42,2,Retired,5.99,15.89
5970.0,Freeze Ray Frenzy,Space,Space Police 3,2009,80,2,Retired,10.99,47.8
5971.0,Gold Heist,Space,Space Police 3,2009,205,2,Retired,20.99,40.71
5972.0,Container Heist,Space,Space Police 3,2009,282,2,Retired,31.99,68.89
5973.0,Hyperspeed Pursuit,Space,Space Police 3,2009,456,3,Retired,52.99,137.13
5974.0,Galactic Enforcer,Space,Space Police 3,2009,825,7,Retired,94.99,255.9
5975.0,T-Rex Transport,Adventurers,Dino Island,2000,321,5,Retired,43.99,192.61
5976.0,River Expedition,Adventurers,Jungle,1999,318,7,Retired,43.99,660.22
5977.0,Travel Friends In-flight,Belville,,2001,17,0,Retired,,6.19
5978.0,Sphinx Secret Surprise,Adventurers,Egypt,1998,347,7,Retired,43.99,438.22
5979.0,Max Security Transport,Space,Space Police 3,2009,330,3,Retired,39.99,158.39
5980.0,Squidman's Pitstop,Space,Space Police 3,2009,389,4,Retired,43.99,94.24
5981.0,Raid VPR,Space,Space Police 3,2010,69,2,Retired,9.99,61.59
5982.0,Smash 'n' Grab,Space,Space Police 3,2010,188,2,Retired,19.99,35.2
5983.0,Undercover Cruiser,Space,Space Police 3,2010,317,2,Retired,29.99,53.57
5984.0,Lunar Limo,Space,Space Police 3,2010,391,3,Retired,39.99,146.56
5985.0,Space Police Central,Space,Space Police 3,2010,631,5,Retired,69.99,267.85
5986.0,Amazon Ancient Ruins,Adventurers,Jungle,1999,458,8,Retired,70.39,825.73
5987.0,Dino Research Compound,Adventurers,Dino Island,2000,617,6,Retired,70.39,368.02
5988.0,Pharaoh's Forbidden Ruins,Adventurers,Egypt,1998,711,10,Retired,70.39,
5993.0,Truck,Explore,,2002,3,0,Retired,,2.0
5994.0,Catapult,Castle,Knights&#39; Kingdom II,2005,27,0,Retired,0.87,4.81
5998.0,Vladek,Castle,Knights&#39; Kingdom II,2005,5,1,Retired,0.87,9.79
5999.0,Jayko,Castle,Knights&#39; Kingdom II,2005,5,1,Retired,0.87,10.96
6004.0,Crossbow Cart,Castle,Fright Knights,1997,20,1,Retired,1.75,41.57
6006.0,Crossbow Cart,Castle,Fright Knights,1997,20,0,Retired,,29.78
6007.0,Bat Lord,Castle,Fright Knights,1997,12,1,Retired,3.95,111.8
6008.0,Royal King,Castle,Royal Knights,1995,10,1,Retired,3.08,94.89
6009.0,Black Knight,Castle,Black Knights,1992,24,1,Retired,2.86,92.4
6013.0,Samurai Swordsman,Castle,Ninja,1998,13,1,Retired,2.63,44.0
6018.0,Battle Dragon,Castle,Black Knights,1990,56,2,Retired,3.95,118.8
6020.0,Magic Shop,Castle,Dragon Knights,1993,47,1,Retired,3.95,88.11
6024.0,Bandit Ambush,Castle,Dark Forest,1996,59,2,Retired,5.72,209.38
6026.0,King Leo,Castle,Knights&#39; Kingdom I,2000,21,2,Retired,4.39,35.98
6027.0,Bat Lord's Catapult,Castle,Fright Knights,1997,55,2,Retired,5.94,67.17
6028.0,Treasure Cart,Castle,Fright Knights,1998,22,1,Retired,1.75,102.53
6029.0,Treasure Guard,Castle,Fright Knights,1998,22,1,Retired,1.75,38.42
6031.0,Fright Force,Castle,Fright Knights,1998,30,4,Retired,5.27,173.69
6032.0,Catapault Crusher,Castle,Knights&#39; Kingdom I,2000,56,1,Retired,5.27,43.74
6033.0,Treasure Transport,Castle,Ninja,1998,54,3,Retired,5.27,55.5
6034.0,Black Monarch's Ghost,Castle,Black Knights,1990,46,2,Retired,5.99,225.87
6036.0,Skeleton Surprise,Castle,Royal Knights,1995,74,2,Retired,7.03,79.73
6037.0,Witch's Windship,Castle,Fright Knights,1997,56,1,Retired,7.03,77.26
6038.0,Wolfpack Renegades,Castle,Wolfpack,1992,100,2,Retired,7.03,137.48
6042.0,Dungeon Hunters,Castle,Crusaders,1990,110,3,Retired,11.22,442.28
6043.0,Dragon Defender,Castle,Dragon Knights,1993,157,2,Retired,10.55,72.79
6044.0,King's Carriage,Castle,Royal Knights,1995,124,4,Retired,14.52,277.31
6045.0,Ninja Surprise,Castle,Ninja,1998,112,3,Retired,11.43,131.99
6046.0,Hemlock Stronghold,Castle,Dark Forest,1996,216,5,Retired,21.11,439.19
6047.0,Traitor Transport,Castle,Fright Knights,1997,139,3,Retired,17.59,174.25
6048.0,Majisto's Magical Workshop,Castle,Dragon Knights,1993,185,2,Retired,22.87,217.83
6051.0,Play with Letters Set,Duplo,,2011,62,1,Retired,29.99,54.32
6052.0,My First Vehicle Set,Duplo,My First,2011,90,2,Retired,44.99,54.56
6053.0,My First LEGO Town,Bricks and More,,2011,704,2,Retired,44.99,51.87
6056.0,Dragon Wagon,Castle,Dragon Knights,1993,105,2,Retired,17.59,130.53
6057.0,Sea Serpent,Castle,Black Knights,1992,126,5,Retired,12.76,192.66
6059.0,Knight's Stronghold,Castle,Black Knights,1990,224,5,Retired,19.35,402.4
6071.0,Forestmen's Crossing,Castle,Forestmen,1990,207,5,Retired,25.08,
6075.0,Wolfpack Tower,Castle,Wolfpack,1992,236,4,Retired,26.18,903.43
6076.0,Dark Dragon's Den,Castle,Dragon Knights,1993,214,4,Retired,37.84,370.6
6076.0,Dark Dragon's Den,Castle,Dragon Knights,1993,214,4,Retired,37.84,370.6
6078.0,Royal Drawbridge,Castle,Royal Knights,1995,258,5,Retired,26.39,308.03
6079.0,Dark Forest Fortress,Castle,Dark Forest,1996,464,7,Retired,43.99,
6081.0,King's Mountain Fortress,Castle,Crusaders,1990,435,8,Retired,51.04,
6082.0,Fire Breathing Fortress,Castle,Dragon Knights,1993,397,6,Retired,56.31,
6082.0,Fire Breathing Fortress,Castle,Dragon Knights,1993,397,6,Retired,56.31,
6083.2,Samurai Stronghold,Castle,Ninja,1998,198,3,Retired,17.59,147.13
6086.0,Black Knight's Castle,Castle,Black Knights,1992,588,12,Retired,74.79,
6087.0,Witch's Magic Manor,Castle,Fright Knights,1997,250,6,Retired,38.72,291.87
6088.0,Robber's Retreat,Castle,Ninja,1998,277,4,Retired,26.39,246.12
6089.0,Stone Tower Bridge,Castle,Ninja,1998,409,5,Retired,43.99,255.9
6090.0,Royal Knight's Castle,Castle,Royal Knights,1995,764,11,Retired,83.59,
6091.0,King Leo's Castle,Castle,Knights&#39; Kingdom I,2000,529,8,Retired,79.19,528.0
6092.0,Anniversary Bucket,Make and Create,,2006,700,0,Retired,21.99,51.26
6092.2,Special Edition Creative Building Tub,Make and Create,,2006,700,0,Retired,13.19,64.01
6093.0,Flying Ninja Fortress,Castle,Ninja,1998,694,9,Retired,79.19,584.92
6094.0,Guarded Treasure,Castle,Knights&#39; Kingdom I,2000,103,2,Retired,13.19,121.75
6095.0,Royal Joust,Castle,Knights&#39; Kingdom I,2000,101,3,Retired,17.59,110.62
6096.0,Bull's Attack,Castle,Knights&#39; Kingdom I,2000,313,4,Retired,43.99,175.0
6097.0,Night Lord's Castle,Castle,Fright Knights,1997,601,8,Retired,70.39,656.29
6098.0,King Leo's Castle,Castle,Knights&#39; Kingdom I,2000,529,8,Retired,79.19,
6099.0,Traitor Transport,Castle,Fright Knights,1997,140,3,Retired,17.59,192.13
6100.0,Aquashark Dart,Aquazone,Aquasharks,1998,24,1,Retired,1.75,21.06
6104.0,Aquacessories,Aquazone,Accessories,1996,23,2,Retired,5.27,48.4
6105.0,Medieval Knights,Castle,Accessories,1993,41,4,Retired,5.94,156.59
6105.0,Medieval Knights,Castle,Accessories,1993,41,4,Retired,5.94,156.59
6107.0,Recon Ray,Aquazone,Stingrays,1998,20,1,Retired,2.63,35.19
6109.0,Sea Creeper,Aquazone,Stingrays,1998,79,1,Retired,8.79,63.09
6110.0,Solo Sub,Aquazone,Hydronauts,1998,25,1,Retired,3.51,30.14
6111.0,Street Race 4-in-1,Racers,Tiny Turbos,2006,198,0,Retired,11.43,34.69
6112.0,World of Bricks 1000 Elements,Make and Create,,2006,1000,0,Retired,17.59,22.07
6112.2,LEGO World of Bricks,Make and Create,,2007,1004,0,Retired,17.59,22.08
6114.0,Creator 200 Plus 40 Special Elements,Make and Create,,2006,242,0,Retired,11.43,35.2
6114.2,Creator 200 Plus 40 Special Elements,Make and Create,,2007,242,0,Retired,11.43,35.2
6115.0,Shark Scout,Aquazone,Aquasharks,1995,28,1,Retired,3.07,36.56
6116.0,LEGO Box,Make and Create,,2007,600,0,Retired,17.59,48.55
6117.0,Doors and Windows,Bricks and More,,2008,100,0,Retired,10.99,45.13
6118.0,Wheels and Tires,Bricks and More,,2008,106,0,Retired,10.99,32.78
6119.0,Roof Tiles,Bricks and More,,2008,150,0,Retired,10.99,35.41
6125.0,Sea Sprint 9,Aquazone,Aquanauts,1995,32,1,Retired,3.51,41.47
6126.0,Good Guy 2008,Bionicle,,2008,26,0,Retired,,47.45
6127.0,Bad Guy 2008,Bionicle,,2008,29,0,Retired,,59.02
6128.0,Function 2008,Bionicle,,2008,22,0,Retired,,32.2
6130.0,DUPLO Build and Play,Duplo,,2011,100,1,Retired,39.99,28.7
6131.0,LEGO Build and Play,Bricks and More,,2011,645,1,Retired,39.99,63.78
6132.0,Red,Duplo,Cars,2012,13,0,Retired,14.99,43.49
6133.0,Race Day,Duplo,Cars,2012,26,0,Retired,24.99,44.75
6134.0,Siddeley Saves The Day,Duplo,Cars,2012,34,0,Retired,34.99,47.17
6135.0,Spy Shark,Aquazone,Aquasharks,1996,60,1,Retired,7.7,61.71
6136.0,My First Zoo,Duplo,Zoo,2011,60,1,Retired,17.49,80.45
6137.0,My First Supermarket,Duplo,My First,2011,38,2,Retired,14.99,30.79
6138.0,My First Fire Station,Duplo,My First,2011,60,2,Retired,29.99,75.71
6140.0,Crab,Aquazone,Stingrays,1998,78,1,Retired,8.79,63.25
6141.0,My First Farm,Duplo,Farm,2012,62,1,Retired,21.99,70.39
6143.0,Racing Team,Duplo,,2012,34,2,Retired,29.99,67.95
6144.0,Zoo Train,Duplo,Zoo,2012,12,1,Retired,24.99,26.79
6145.0,Crystal Crawler,Aquazone,Aquanauts,1996,96,1,Retired,10.55,95.92
6146.0,Tow Truck,Duplo,,2012,17,1,Retired,29.99,26.07
6150.0,Crystal Detector,Aquazone,Hydronauts,1998,104,1,Retired,17.59,113.55
6151.0,Sleeping Beauty's Room,Duplo,Disney Princess,2012,16,1,Retired,12.99,87.01
6152.0,Snow White's Cottage,Duplo,Disney Princess,2012,28,1,Retired,14.99,63.91
6153.0,Cinderella's Carriage,Duplo,Disney Princess,2012,20,1,Retired,24.99,74.77
6154.0,Cinderella's Castle,Duplo,Disney Princess,2012,77,2,Retired,49.99,169.11
6155.0,Deep Sea Predator,Aquazone,Aquasharks,1995,103,1,Retired,19.35,187.03
6156.0,Photo Safari,Duplo,Zoo,2012,67,3,Retired,59.99,138.83
6157.0,The Big Zoo,Duplo,Zoo,2012,147,4,Retired,99.99,245.67
6158.0,Animal Clinic,Duplo,Zoo,2012,62,2,Retired,39.99,67.78
6159.0,Crystal Detector,Aquazone,Hydronauts,1998,104,1,Retired,17.59,130.84
6160.0,Sea Scorpion,Aquazone,Stingrays,1998,301,3,Retired,34.99,179.36
6161.0,Brick Box,Make and Create,,2007,221,0,Retired,17.99,57.16
6162.0,Building Fun with LEGO,Creator,Mosaic,2007,286,0,Retired,8.79,32.44
6163.0,A World of LEGO Mosaic,Creator,Mosaic,2007,598,0,Retired,17.59,39.06
6164.0,Rescue Building Set,Make and Create,,2007,520,1,Retired,21.99,42.72
6166.0,LEGO Large Brick Box,Make and Create,,2007,405,1,Retired,27.99,59.25
6167.0,Deluxe Brick Box,Make and Create,,2007,701,2,Retired,43.99,159.49
6168.0,Fire Station,Duplo,Fire,2012,63,2,Retired,49.99,121.37
6169.0,Fire Chief,Duplo,Fire,2012,6,1,Retired,9.99,50.92
6171.0,Gas Station,Duplo,,2012,45,2,Retired,34.99,145.46
6172.0,Zoo Truck,Duplo,Zoo,2012,8,1,Retired,19.99,75.24
6173.0,Panda,Duplo,Zoo,2012,8,1,Retired,7.99,27.71
6175.0,Crystal Explorer Sub,Aquazone,Aquanauts,1995,167,2,Retired,29.03,220.23
6176.0,Basic Bricks Deluxe,Duplo,,2008,80,0,Retired,22.99,159.49
6177.0,Basic Bricks Deluxe,Bricks and More,,2008,650,0,Retired,22.99,53.83
6178.0,My Town,Duplo,My First,2008,79,1,Retired,26.39,39.27
6180.0,Hydro Search Sub,Aquazone,Hydronauts,1998,297,4,Retired,43.99,286.0
6186.0,Build Your Own Harbor,Bricks and More,,2008,252,1,Retired,13.19,24.54
6187.0,Road Construction Set,Bricks and More,,2008,300,1,Retired,17.59,45.41
6190.0,Shark's Crystal Cave,Aquazone,Aquasharks,1996,258,2,Retired,43.99,484.99
6191.0,Fire Fighter Building Set,Bricks and More,,2009,117,1,Retired,8.79,26.95
6192.0,Pirate Building Set,Bricks and More,,2009,150,1,Retired,7.99,15.84
6193.0,Castle Building Set,Bricks and More,,2009,137,1,Retired,8.79,15.84
6194.0,My LEGO Town,Bricks and More,,2009,516,2,Retired,29.99,33.99
6195.0,Neptune Discovery Lab,Aquazone,Aquanauts,1995,508,4,Retired,78.32,663.89
6198.0,Stingray Stormer,Aquazone,Stingrays,1998,408,4,Retired,61.59,214.98
6199.0,Hydro Crystallisation Station,Aquazone,Hydronauts,1998,482,5,Retired,79.19,361.24
6200.2,Evo,HERO Factory,,2012,36,0,Retired,9.99,53.33
6201.0,Toxic Reapa,HERO Factory,,2012,42,0,Retired,9.99,83.38
6202.0,Rocka,HERO Factory,,2012,55,0,Retired,12.99,96.08
6203.0,Black Phantom,HERO Factory,,2012,124,0,Retired,19.99,93.72
6204.0,Buccaneers,Pirates,Accessories,1997,36,5,Retired,5.94,336.56
6205.0,V-wing Fighter,Star Wars,Episode III,2006,118,1,Retired,8.79,53.07
6206.0,TIE Interceptor,Star Wars,Episode VI,2006,212,1,Retired,24.99,129.91
6207.0,A-Wing Fighter,Star Wars,Episode VI,2006,194,2,Retired,14.07,61.44
6208.0,B-wing Fighter,Star Wars,Episode VI,2006,435,2,Retired,34.99,132.07
6209.0,Slave I,Star Wars,Episode V,2006,537,4,Retired,64.99,329.1
6210.0,Jabba's Sail Barge,Star Wars,Episode VI,2006,781,8,Retired,89.99,416.81
6211.0,Imperial Star Destroyer,Star Wars,Episode IV,2006,1367,9,Retired,87.99,395.65
6212.0,X-wing Fighter,Star Wars,Episode V,2006,437,6,Retired,43.99,125.42
6216.0,Jawblade,HERO Factory,,2012,45,0,Retired,9.99,60.05
6217.0,Surge,HERO Factory,,2012,39,0,Retired,9.99,55.62
6218.0,Splitface,HERO Factory,,2012,50,0,Retired,12.99,52.38
6221.0,Nex,HERO Factory,,2012,39,0,Retired,9.99,32.85
6222.0,Core Hunter,HERO Factory,,2012,51,0,Retired,12.99,110.16
6223.0,Bulk,HERO Factory,,2012,61,0,Retired,12.99,42.35
6227.0,Breez,HERO Factory,,2012,55,0,Retired,12.99,45.69
6228.0,Thornraxx,HERO Factory,,2012,44,0,Retired,9.99,53.02
6229.0,XT4,HERO Factory,,2012,39,0,Retired,9.99,26.32
6230.0,Stormer XL,HERO Factory,,2012,89,0,Retired,29.99,87.3
6231.0,Speeda Demon,HERO Factory,,2012,192,0,Retired,29.99,105.09
6232.0,Skeleton Crew,Pirates,Imperial Armada,1996,28,2,Retired,2.63,61.4
6234.0,Renegade's Raft,Pirates,,1991,38,1,Retired,2.86,133.02
6236.0,King Kahuka,Pirates,Islanders,1994,45,1,Retired,3.51,91.42
6237.0,Pirates Plunder,Pirates,,1993,21,2,Retired,2.63,81.44
6237.0,Pirates Plunder,Pirates,,1993,21,2,Retired,2.63,81.44
6239.0,Cannon Battle,Pirates,,2009,45,4,Retired,5.99,24.6
6240.0,Kraken Attackin',Pirates,,2009,78,2,Retired,9.99,43.21
6241.0,Loot Island,Pirates,,2009,142,3,Retired,19.99,85.8
6242.0,Soldiers' Fort,Pirates,,2009,367,6,Retired,49.99,288.02
6243.0,Brickbeard's Bounty,Pirates,,2009,592,8,Retired,79.99,313.16
6244.0,Sentry,Pirates,Imperial Armada,1996,71,1,Retired,7.7,133.45
6246.0,Crocodile Cage,Pirates,Islanders,1994,59,2,Retired,6.38,110.24
6247.0,Bounty Boat,Pirates,Imperial Guards,1992,36,3,Retired,4.18,113.52
6248.0,Volcano Island,Pirates,,1996,119,2,Retired,10.55,193.6
6249.0,Pirates Ambush,Pirates,,1997,156,3,Retired,19.35,316.8
6250.0,Cross Bone Clipper,Pirates,,1997,154,3,Retired,29.03,615.96
6252.0,Sea Mates,Pirates,Accessories,1993,32,4,Retired,6.38,186.05
6252.0,Sea Mates,Pirates,Accessories,1993,32,4,Retired,6.38,186.05
6253.0,Shipwreck Hideout,Pirates,,2009,310,6,Retired,39.99,193.14
6254.0,Rocky Reef,Pirates,,1995,103,3,Retired,13.19,163.46
6256.0,Islander Catamaran,Pirates,Islanders,1994,63,2,Retired,10.55,168.67
6258.0,Smuggler's Shanty,Pirates,,1992,70,3,Retired,8.14,147.51
6259.0,Broadside's Brig,Pirates,Imperial Guards,1991,68,3,Retired,7.7,158.86
6261.0,Raft Raiders,Pirates,,1992,81,3,Retired,11.66,189.39
6262.0,King Kahuka's Throne,Pirates,Islanders,1994,146,5,Retired,18.47,268.03
6263.0,Imperial Outpost,Pirates,Imperial Guards,1995,216,4,Retired,24.2,365.9
6264.0,Forbidden Cove,Pirates,Islanders,1994,214,4,Retired,26.18,381.21
6266.0,Cannon Cove,Pirates,Imperial Guards,1993,106,3,Retired,15.4,282.13
6266.0,Cannon Cove,Pirates,Imperial Guards,1993,106,3,Retired,15.4,282.13
6267.0,Lagoon Lock-Up,Pirates,Imperial Guards,1991,193,5,Retired,25.51,690.72
